pitchid,pitcherid,yearid,height,ballSpeed,curve_X,curve_Z,releasePoint_X,releasePoint_Y,releasePoint_Z,ballSpin,type
1969,2,1,80,95.45821051,-5.763407959,8.664347193,-2.044816385,5.97547674,5.689259252,2111.484051,9
1970,5,1,72,88.45714799,5.522197476,4.564543259,-1.219621536,6.589577864,5.957837603,2158.025676,8
1971,5,1,72,82.71331193,-4.096783468,2.957946068,-1.091425313,6.097129904,5.882642237,1243.426553,4
1972,5,1,72,71.12298775,1.917828209,-8.085151045,-1.21941857,6.087357243,5.949812435,2112.634103,2
1973,5,1,72,91.93444831,-3.101042029,9.266378304,-1.200649209,6.594970178,5.799929391,2020.93701,10
1974,4,1,72,86.00392897,-5.923821053,5.601026746,-1.98162104,6.168634594,5.921583936,1425.16017,4
1975,5,1,72,90.28988461,-7.295082036,7.79208999,-1.453833375,6.418910292,5.714398621,2145.552892,9
1976,5,1,72,89.42568719,-8.321805462,9.522115325,-1.457061259,6.026810687,5.763960082,2058.296275,9
1977,2,1,80,94.73266101,-4.797124547,5.792011755,-2.032386863,6.052476322,5.855449878,2205.093704,9
1978,4,1,72,93.15182135,-7.50407828,9.052351954,-2.088631495,5.97460488,5.935325602,2374.002304,9
1979,2,1,80,78.54387615,5.505890279,-7.591986746,-1.350108591,6.301801994,6.167326642,2428.735128,2
1980,5,1,72,81.20807915,-4.320549835,3.901802242,-1.350231654,6.344272856,5.67184987,1067.720433,4
1981,2,1,80,79.3111882,2.225620612,-3.975936989,-2.106552711,5.888962384,5.852553807,2467.895857,2
1982,2,1,80,95.93170281,-2.63268873,10.55651845,-1.899298367,6.067307672,5.769258553,2154.957564,10
1983,5,1,72,91.09073813,-4.569608088,9.377254306,-1.64301726,6.286117539,5.782933992,2008.362448,10
1984,4,1,72,81.60127533,3.266656755,-3.550057925,-1.879927017,6.194079266,5.961013477,2628.841972,2
1985,4,1,72,93.15357857,-5.7613313,10.11362026,-1.838878789,6.388493415,6.228466704,2366.367614,10
1986,5,1,72,89.74269968,-3.058189751,10.08851296,-1.151128539,6.012249563,6.049342008,1823.816814,10
1987,5,1,72,82.43723989,-3.274741833,2.749479824,-0.837093894,6.299289495,5.907544812,1606.010167,7
1988,5,1,72,90.43393319,-1.855136452,9.775205673,-1.04435804,6.43529496,5.957214657,1864.575976,10
1989,5,1,72,89.95074295,-1.86672981,10.52170197,-0.767534158,6.182446865,5.992272416,1937.096547,10
1990,5,1,72,88.7497579,-9.848853168,8.588962678,-1.328744387,5.841451672,5.634990256,1824.958234,9
1991,4,1,72,90.06304186,-3.047585837,8.16051556,-1.928071101,6.336026667,5.817535009,2147.15692,10
1992,2,1,80,90.43009574,-6.467918842,6.269552175,-1.989713801,6.023190556,6.039506891,1667.971918,4
1993,4,1,72,92.99674271,-1.99229934,10.0102101,-1.716773224,6.211283941,6.052694445,2353.53248,10
1994,2,1,80,75.32602676,8.249861194,-9.243668444,-2.259777459,5.943168112,5.868287052,2714.894424,2
1995,5,1,72,81.8257829,-5.555705877,0.638096226,-1.429047408,5.970371016,5.723111041,420.288893,7
1996,5,1,72,92.58486818,-2.312864769,9.906050455,-0.732381575,6.167601428,5.994975969,1801.668264,10
1997,1,1,76,86.06620475,-6.323580848,3.904132267,-2.19334575,6.40803997,6.211501566,2170.459571,9
1998,4,1,72,80.89570516,5.161448811,-1.142118408,-1.855184528,5.553460655,5.793262214,2798.756828,2
1999,5,1,72,89.95328313,-8.308015549,10.55493504,-1.634196577,6.108591096,5.636115635,2032.364989,9
2000,5,1,72,89.8861696,-2.208919498,8.57756611,-1.263283948,6.009165245,5.933129298,1913.339797,10
2001,5,1,72,80.08668971,-7.312143739,2.301802665,-1.70572754,6.204101549,5.567189539,1231.049841,4
2002,4,1,72,87.0237808,2.367824746,3.26844116,-1.814539034,6.045320979,5.828650814,2506.306803,8
2003,2,1,80,97.1043039,-4.758050028,9.591616425,-2.524740907,6.385652583,5.653603431,2492.835283,9
2004,2,1,80,94.37731769,-8.613554973,8.5188866,-2.315798108,6.344124006,5.764477471,2395.094658,9
2005,5,1,72,85.355373,-5.608575418,2.684643625,-1.020450166,6.350306824,6.015585209,857.8935617,7
2006,5,1,72,82.21775059,-3.915344236,7.575417626,-1.412698335,6.422585749,5.916488726,1288.343652,4
2007,2,1,80,82.53676187,6.479176822,-2.280168631,-2.10686827,5.932463377,5.896179142,2461.878497,2
2008,5,1,72,90.62180132,-6.115163806,11.38823982,-1.59396422,6.124039988,5.959986834,1994.225697,9
2009,5,1,72,90.86558719,0.357188042,7.873480956,-0.937578276,6.199655281,5.927068922,2021.24956,10
2010,4,1,72,88.36722699,0.591200598,3.539069352,-2.329188791,5.983095585,5.732823825,2396.032347,8
2011,5,1,72,91.42179301,-1.476824946,9.365614893,-1.436417645,5.944361846,5.944285707,1967.86891,10
2012,1,1,76,77.58441425,7.156695359,-5.87089453,-1.578628247,6.266861057,6.536476375,2976.937725,2
2013,5,1,72,84.98771979,-0.889460539,1.63674813,-0.862224228,6.287733814,6.034513391,927.9982818,7
2014,5,1,72,72.28495001,6.693210435,-8.396696897,-1.501977629,6.289203773,5.786604396,2321.33136,2
2015,1,1,76,89.17091893,-6.014235466,5.299889033,-1.683610949,6.253491056,6.556816099,2160.414203,10
2016,4,1,72,80.75212871,3.198410797,-4.006731022,-1.955710418,6.593840928,5.836870736,2487.797855,2
2017,5,1,72,82.0687837,-4.364523336,4.51325476,-1.212093081,6.291875734,5.825505068,1069.037214,4
2018,1,1,76,76.52796093,10.81835036,-6.113677426,-1.591627365,6.175069699,6.456318837,3162.190425,2
2019,2,1,80,93.17979995,-1.19080895,10.85978718,-1.946689974,6.572355831,5.839429497,2354.446879,10
2020,5,1,72,71.95577794,6.705864518,-9.186431547,-1.538032159,6.259635889,5.747416904,2163.218718,2
2021,2,1,80,89.93005127,-6.733448803,5.3154044,-2.095223289,6.491524525,5.67526308,1654.152178,4
2022,1,1,76,80.96536092,-7.213949575,1.773018756,-1.884094224,5.806265554,6.570880894,1479.954046,4
2023,5,1,72,83.75173638,-5.088914832,5.051700757,-1.057948214,6.530425681,5.977236941,1395.948342,7
2024,2,1,80,95.25483474,-1.501103485,7.185914681,-2.011302848,6.473040859,5.795949846,2263.534414,10
2025,5,1,72,84.52626185,-5.537113997,1.822473302,-0.998143208,6.393063616,5.934276734,873.129578,7
2026,5,1,72,90.81072723,-7.079670191,7.580101508,-1.59294304,6.390692316,5.867931909,1998.126354,9
2027,4,1,72,92.26307962,-4.148836768,8.211041833,-1.833040024,6.136000277,6.009474709,2274.377277,10
2028,4,1,72,93.2154017,-8.38670783,6.066898898,-1.881074016,6.129818691,5.779301268,2218.521032,9
2029,2,1,80,80.04589907,5.190936037,-2.609482867,-2.242828175,6.047535606,5.83899457,2246.831423,2
2030,4,1,72,88.61441241,0.08142393,4.988199256,-1.965672704,5.939666996,6.046817793,2468.015269,8
2031,5,1,72,80.92872686,-3.532352357,4.698044727,-1.224635333,6.173267063,5.789936875,1223.12531,4
2032,5,1,72,80.26037259,-5.395293014,4.45942228,-1.459625344,5.881696135,5.542603769,1159.079392,4
2033,4,1,72,92.79083465,-4.07647108,9.912183543,-1.709482898,6.369651206,6.167094026,2331.238201,10
2034,4,1,72,92.97909108,-5.160463681,8.530905477,-2.032618736,6.024068488,5.700197964,2428.847262,10
2035,2,1,80,79.03761776,4.808101785,-10.3453073,-2.167913179,6.144287455,6.153431204,2716.245559,2
2036,2,1,80,86.75934802,-8.926389197,0.543365833,-2.08200524,6.323175447,5.438483935,1670.361315,4
2037,2,1,80,94.28098701,1.165790397,8.983168714,-2.164204178,6.038559658,6.085745881,2232.098427,10
2038,4,1,72,86.15663434,-6.075864827,2.495353757,-2.077738852,6.028711705,5.722890579,1390.026905,4
2039,5,1,72,91.33656173,-7.232225908,7.992229907,-1.386571738,6.027566385,5.959268564,2019.847063,9
2040,5,1,72,82.88804379,-1.364426604,1.38660942,-1.115033827,6.23644634,6.075327413,838.3454828,7
2041,4,1,72,86.84753949,-7.807284193,2.23863745,-1.997496428,5.873365566,5.73207836,1416.851466,4
2042,5,1,72,90.56913713,-5.773223348,7.829008563,-1.399319629,6.089609717,5.885904589,1793.940236,9
2043,5,1,72,92.21995987,-5.685733857,5.789990407,-1.254015786,5.967820612,5.937908094,1940.414622,9
2044,4,1,72,92.93821917,-8.428165656,5.758696555,-2.14528559,6.12286374,5.922860261,2178.814494,9
2045,5,1,72,90.1277098,-5.467872605,9.856422341,-1.319793456,5.945917586,5.687579352,2008.312867,9
2046,5,1,72,91.87687729,-1.11549184,10.79049914,-1.31476716,6.136616477,6.049771324,2050.710468,10
2047,2,1,80,93.62443011,-4.317694328,3.625884972,-2.250685401,6.29931825,5.69235212,2229.539797,9
2048,5,1,72,91.09955837,-5.149481185,7.460538244,-1.186285768,6.281333287,5.87393188,1903.83309,9
2049,5,1,72,90.08119962,-7.304849366,8.14625634,-1.69823956,6.060958778,5.834869789,1989.133316,9
2050,4,1,72,92.82034595,-3.725005991,7.296211427,-2.106152049,6.192524678,5.954891474,2339.133906,10
2051,2,1,80,93.62093782,-3.547603425,7.426392719,-2.460713919,5.650520304,5.645413518,2100.817369,9
2052,2,1,80,95.82617883,-6.386174525,11.92078381,-2.672559305,6.2723401,5.832941903,2295.424758,9
2053,5,1,72,90.82498016,-6.684481536,8.638028165,-1.374986134,6.047498931,5.761077592,1942.435721,9
2054,4,1,72,91.55194721,-5.909996515,9.24292332,-1.889617353,6.276892779,5.804000202,2250.830224,10
2055,5,1,72,89.84818861,-10.12008248,5.032431311,-1.889790114,6.21031636,5.679828407,1730.561323,9
2056,5,1,72,88.95206445,-8.612051707,7.672018542,-1.789362333,6.116102248,5.841469131,1896.715618,9
2057,5,1,72,90.47151404,-3.973778571,9.465777097,-1.164461074,6.391165364,5.996848417,2168.225817,10
2058,5,1,72,83.92150142,-1.462257011,2.102904057,-1.044512897,6.655321356,5.962658797,1073.998438,7
2059,5,1,72,90.57614335,-8.001478421,4.068980028,-1.940217462,6.436744391,5.747168217,1851.761633,9
2060,4,1,72,87.86710131,3.767182107,3.902598183,-1.988743059,6.43546078,5.865351593,2602.86002,8
2061,4,1,72,86.53474709,-8.472694782,2.879232946,-1.804396664,6.048936829,5.748783146,1399.193314,4
2062,2,1,80,95.63033289,-1.85561438,10.057169,-2.320196178,5.738026154,5.988900722,2340.657935,10
2063,2,1,80,94.96191871,-8.620808217,9.601347673,-2.572381671,6.093979452,5.685824875,2351.074792,9
2064,5,1,72,89.00720296,-1.977618113,4.677753164,-1.622739365,6.083551028,5.687881416,2094.217749,8
2065,5,1,72,83.933588,-4.46151026,3.611617571,-1.025268356,6.272428051,6.042849471,1324.258718,7
2066,5,1,72,80.36821,-1.706680646,2.093954952,-1.417563582,6.393187789,5.914931335,974.2485279,4
2067,4,1,72,93.47691206,-6.303093529,9.752091721,-1.785076339,6.261138964,5.961918103,2264.622802,10
2068,2,1,80,78.65160653,4.231918161,-7.219577882,-2.273901102,5.991520232,5.852131637,2580.647704,2
2069,1,1,76,80.83220363,-5.682385806,-1.911635387,-2.081300294,6.140541157,6.212912627,1353.493981,4
2070,2,1,80,93.83235433,-7.64431624,9.766070471,-2.457157281,6.302860669,5.73374095,2200.204756,9
2071,5,1,72,79.50612366,-1.853771702,-5.088711271,-0.833863345,5.852265592,5.647358402,1761.594691,3
2072,2,1,80,92.80379329,-1.818332189,8.694728887,-2.510775814,6.24351166,5.776418672,2235.775269,10
2073,5,1,72,90.22810076,-3.562022542,10.27823254,-1.455970287,6.211855023,5.797593997,2068.927508,10
2074,5,1,72,89.20573771,-7.149743475,9.894022011,-1.726058628,5.926579184,5.88635468,1924.293008,9
2075,2,1,80,88.81408003,-5.221690104,4.149452677,-2.046927764,6.519146254,5.681823527,1502.435849,4
2076,2,1,80,92.79217274,-6.529301409,8.146236199,-2.704664309,6.657533701,5.780271967,2165.466815,9
2077,2,1,80,95.44150205,-7.051831153,9.564470926,-2.106686224,6.368044024,5.916026687,2282.939018,9
2078,5,1,72,91.48699923,-6.909494482,8.338390164,-1.456035741,6.345991337,5.775378466,1997.339046,9
2079,4,1,72,94.12633193,-7.034130912,11.02909193,-1.818482939,6.273379981,6.305180938,2457.977115,10
2080,4,1,72,92.87317198,-6.152909553,8.339454408,-1.921748867,6.143615221,6.1183191,2437.799775,10
2081,5,1,72,89.80816622,-6.016766013,8.907466531,-1.595030796,6.025591254,5.912517928,1900.826201,10
2082,2,1,80,94.12346167,-5.237768002,7.925790477,-2.090389378,6.394758587,5.811842478,2300.573687,9
2083,5,1,72,83.08720709,-3.284703735,2.204383537,-1.211794747,6.056004007,5.777193945,1127.396278,4
2084,5,1,72,81.57915484,-9.3799927,0.805780129,-1.530588498,6.161821068,5.420896059,1159.848411,4
2085,4,1,72,88.11440851,2.829552511,4.208917998,-2.291981727,6.208567872,5.709146563,2566.097123,8
2086,4,1,72,93.75344688,-5.54201103,9.305246067,-2.033672847,6.348499941,5.903067715,2328.285958,9
2087,2,1,80,95.93239548,-8.515775422,11.26513662,-1.973739348,6.225388075,5.958716489,2342.192066,9
2088,5,1,72,70.48231656,3.763005141,-7.654607006,-1.234918422,6.39993796,5.887404243,2084.944682,2
2089,4,1,72,89.10170385,2.229205437,4.344010815,-1.92805938,5.995800379,5.784031304,2616.913401,8
2090,5,1,72,90.93435974,-9.971659744,8.874960973,-1.106766948,6.250048969,5.84580553,2028.991525,9
2091,5,1,72,89.4992019,-6.492922558,7.950025333,-1.530760961,5.970272235,5.726853543,1897.478924,9
2092,5,1,72,90.92897946,-2.072921565,11.21001882,-0.890188399,6.424656205,6.062416546,2080.394452,10
2093,5,1,72,69.52744993,3.543098894,-8.005113127,-1.494296829,6.183808692,5.776802476,2088.495124,2
2094,5,1,72,86.0350652,-3.434167962,-2.148152488,-0.817072852,6.225780911,5.849574289,663.9964608,7
2095,4,1,72,88.15976505,4.502850859,2.569078621,-2.050397502,6.425967978,5.752544416,2600.459291,8
2096,2,1,80,93.94206826,-6.005360804,3.482607015,-2.60201918,6.350963185,5.595687736,2226.539692,9
2097,4,1,72,88.63945339,-0.678190678,5.91776492,-1.884036265,6.14208872,5.990671888,2401.519068,8
2098,5,1,72,85.19829653,0.556846456,-0.664187086,-1.211433055,5.925703354,6.03269777,1002.066687,7
2099,5,1,72,90.58341778,-0.969157829,9.683274468,-0.880756766,6.059497499,5.951896826,1930.470205,10
2100,4,1,72,86.22587355,-8.350925385,3.296423683,-2.196878404,6.655182403,5.756318124,1555.405411,4
2101,5,1,72,83.0512281,-1.173327347,4.326251906,-1.147980685,6.380484648,5.88030896,1470.743879,3
2102,1,1,76,84.0360644,-7.96065813,5.360849454,-2.350199972,6.001571821,6.394099603,2243.229146,9
2103,5,1,72,89.56120131,-8.070547638,6.234082098,-1.643461751,6.350699938,5.644608293,1927.38763,9
2104,5,1,72,91.15606597,-2.012387762,9.113376181,-0.860996484,6.220116346,5.93732343,1865.543958,10
2105,2,1,80,78.37000588,6.496744486,-6.037695595,-2.197356316,6.191638941,5.717769706,2541.987866,2
2106,2,1,80,81.66769431,7.116436788,-8.285261498,-1.643350281,5.864824498,6.034363475,2737.332389,2
2107,5,1,72,89.57299063,-4.120267893,10.33172418,-1.250987158,6.165778804,6.013880267,1852.505164,10
2108,5,1,72,91.00405149,-7.892293549,7.486550398,-1.617131984,6.022121604,5.843699023,1947.451973,9
2109,5,1,72,90.30084782,-2.980589672,9.4267917,-1.17957228,6.517277003,5.815212863,2026.501013,10
2110,5,1,72,83.55324062,-5.78669946,0.438775084,-1.104296251,6.543689682,5.798479823,981.9477745,7
2111,4,1,72,93.38793496,-5.456009253,10.43472502,-1.791036873,6.085230122,6.032741308,2313.976036,9
2112,2,1,80,93.11330377,-5.944647557,7.050886868,-2.369815099,6.51212084,5.749831796,2196.840194,9
2113,2,1,80,92.70539435,-1.549662313,5.818198728,-2.634493858,6.204635061,5.517856299,2217.266995,10
2114,1,1,76,87.91687693,-8.018445222,4.153533987,-2.088107923,5.961297227,6.007635226,2150.803382,9
2115,2,1,80,93.97887236,-4.09287496,8.288651632,-2.370754655,6.468381676,5.712159462,2068.252689,9
2116,2,1,80,93.79559233,-5.240025602,10.78474166,-1.981196906,6.598877514,5.843887978,2237.374698,10
2117,2,1,80,92.97308309,-1.606107671,4.827337569,-2.183019355,5.824330708,5.730618737,2105.646363,10
2118,5,1,72,90.87044577,-5.920382626,8.770776842,-1.435635899,6.117068016,5.919520878,2070.735248,9
2119,5,1,72,89.63396868,-8.388909273,5.122025608,-1.754587498,6.159893454,5.647626567,1968.137714,9
2120,5,1,72,90.93503698,-6.527861364,8.417841104,-1.472846941,5.869336871,5.742322473,1888.06242,9
2121,4,1,72,93.03850524,-6.09102176,9.958738041,-1.696415524,6.298040792,5.943936768,2318.115292,10
2122,5,1,72,82.59467868,-9.137010529,6.087076707,-1.150227486,5.982284205,5.683560595,1228.617501,4
2123,2,1,80,86.93263362,-2.715700033,3.8011973,-2.375162625,6.0444176,5.725838385,1639.557415,4
2124,5,1,72,90.07459049,-8.761438677,7.815085157,-1.89509856,6.573804782,5.703630371,1930.270716,9
2125,4,1,72,85.94189076,3.791843527,1.69155961,-1.899416805,6.543133951,5.830916811,2585.726439,8
2126,2,1,80,80.93400063,7.247180602,-9.645239106,-2.413457324,5.83476514,5.99267952,2842.376155,2
2127,5,1,72,74.0232473,5.96811228,-7.148953697,-1.181795997,6.804080689,6.023461021,2283.208066,2
2128,5,1,72,89.98081921,-3.752603514,10.68330271,-0.892762038,5.897454284,5.912871596,2077.202364,10
2129,5,1,72,80.56726295,-5.627668763,6.753050358,-0.96460697,5.820301355,5.826008871,1244.85699,4
2130,5,1,72,88.39133529,-6.392328776,5.255338432,-1.663808703,6.497846537,5.832918377,1835.18739,9
2131,5,1,72,71.59465566,5.532423307,-7.476450417,-1.232727009,6.332747645,5.908029103,2064.177589,2
2132,5,1,72,90.50347773,-7.2141807,8.317040705,-1.573532152,5.819777341,5.901078702,1959.727845,9
2133,5,1,72,91.59519022,-8.874506652,6.189476938,-1.791504936,6.430492896,5.651082411,1893.884637,9
2134,5,1,72,88.44416367,-0.23005165,7.40650379,-0.883564135,6.154915349,5.898727992,2028.453749,8
2135,5,1,72,83.67732671,-4.189128702,2.105689608,-0.560796473,6.049988591,6.052405945,744.1115504,7
2136,4,1,72,80.67566028,5.489723118,-2.7943724,-1.923854923,6.310916922,5.853954483,2635.150256,2
2137,5,1,72,91.29870393,-2.192982472,9.031094236,-1.443941384,5.917503722,5.978612089,1888.808586,10
2138,5,1,72,89.00792245,-6.593693603,8.009548511,-1.983136326,6.397875386,5.882947625,1879.338767,9
2139,5,1,72,81.94747344,-9.047209873,5.526462747,-1.464763495,5.631815083,5.605228397,1348.185606,4
2140,5,1,72,87.6944991,-7.583181213,7.724544888,-1.816444353,6.293675867,5.646380778,1699.484562,9
2141,1,1,76,75.35954889,6.470764166,-8.329020993,-2.046656031,5.963625811,6.286413986,2986.423536,2
2142,5,1,72,89.08938696,-1.982448224,9.807185567,-1.056790123,6.164000803,6.05782973,2028.587835,10
2143,5,1,72,91.12604017,0.151735491,10.5603012,-0.619479902,6.235312853,5.986826181,1905.043017,10
2144,4,1,72,86.82256168,-8.427189162,7.067270657,-2.17281579,6.051230242,5.873254528,1496.361621,4
2145,5,1,72,89.74853736,-4.765948603,9.261441062,-1.246305685,5.894203164,5.834230754,2050.390948,10
2146,5,1,72,89.72050998,-7.343876475,8.984536752,-1.641086167,6.122840921,5.835953172,1977.124123,9
2147,2,1,80,93.08517757,-6.749865977,6.259920304,-2.679575497,6.445038709,5.628873593,2197.261338,9
2148,5,1,72,85.35866541,-2.64720985,7.832593747,-1.400030712,5.906853863,5.968458742,451.5228408,3
2149,2,1,80,93.46941751,-3.982797389,7.538308558,-2.370958465,6.25925732,5.659889574,2112.043629,9
2150,2,1,80,87.06490765,-7.27359277,2.212822104,-2.457089266,6.272208441,5.486554299,1479.734497,4
2151,4,1,72,94.57049341,-2.823861575,8.966233419,-1.907202955,6.035195743,5.822082044,2357.493604,10
2152,5,1,72,74.6368006,2.266756429,-10.10447066,-0.886302549,6.213779003,5.916626372,2432.935464,2
2153,5,1,72,89.84202941,-2.17050396,10.6702986,-1.241438849,6.325245944,5.915229128,2001.937536,10
2154,5,1,72,90.49554843,-4.863605759,8.608341221,-1.36201244,6.304727447,5.926215854,1781.183229,10
2155,1,1,76,84.33387691,-9.847827024,8.097360016,-1.887083189,6.350423786,6.436530106,2306.254689,9
2156,2,1,80,93.52303018,-5.337717078,7.851547765,-2.44568512,6.167164629,5.929734005,2188.246905,9
2157,5,1,72,90.40923023,-4.174973744,11.3683757,-1.325767379,6.184396957,5.979283165,1941.136943,10
2158,5,1,72,89.69409158,-8.753880996,6.673729872,-1.452130859,6.31266818,5.686967102,1932.509217,9
2159,2,1,80,93.37698131,-0.171132652,10.18393997,-2.160055409,5.824162026,6.074901383,2332.79506,10
2160,4,1,72,93.15424961,-7.650983577,9.935917965,-2.013402191,6.185775709,5.974187808,2525.147999,9
2161,4,1,72,93.54781172,-8.85513868,7.366672229,-2.03024187,6.47060584,5.835856617,2277.876397,9
2162,2,1,80,93.95882575,-2.791939032,9.961684042,-2.302048057,6.292118132,5.889182474,2376.762775,10
2163,2,1,80,92.6177492,-2.375135395,7.815809478,-2.430446463,5.95923485,5.751664912,2144.62024,10
2164,4,1,72,91.67476453,-6.52165353,6.644740383,-1.85385399,6.122268965,6.012594423,2286.572352,9
2165,5,1,72,92.01154243,-1.28355005,10.35087955,-1.418635561,6.199659404,5.960014806,1974.725871,10
2166,5,1,72,90.31857936,-6.046924387,7.596425635,-1.205828685,6.000438854,5.96686064,1915.03739,9
2167,5,1,72,91.361458,-4.996487808,5.829345904,-1.908629422,6.161473004,5.829935711,1924.909884,9
2168,2,1,80,93.35603159,-0.353011943,7.489062549,-2.463078124,5.978079319,5.668735875,2327.832376,10
2169,4,1,72,91.18548182,-3.46314629,8.815218813,-1.807247911,6.047577512,6.049110293,2211.86305,10
2170,2,1,80,94.84551543,-9.465612583,7.634140228,-2.653953482,6.581259458,5.688655315,2362.198821,9
2171,5,1,72,89.84080271,-4.25957739,8.869236314,-2.055650562,5.776137645,5.912174399,2040.607943,10
2172,2,1,80,79.76559056,6.909979086,-5.280077228,-2.178317184,5.960240106,6.004174824,2657.046961,2
2173,5,1,72,73.75485691,3.603165664,-10.20715282,-0.947713255,5.784561518,5.865643321,2144.739369,2
2174,4,1,72,87.1562096,-8.04287104,2.609028755,-2.280167721,6.030047905,5.573131925,1468.822985,4
2175,4,1,72,93.07522466,-7.740358779,8.067677594,-2.016087917,6.416442042,5.829547768,2410.228689,9
2176,5,1,72,90.12589551,-0.254506488,8.058520964,-1.106635227,6.266388253,5.920136845,1858.753686,10
2177,2,1,80,81.15497564,2.995896149,-8.806726304,-2.014022252,6.093447226,5.883292373,2615.64585,2
2178,5,1,72,88.25064616,-7.546250944,7.700721609,-1.697935342,6.410878832,5.844026457,1897.730985,9
2179,5,1,72,71.72875569,5.184832157,-7.411014164,-1.405341238,6.256164206,5.80519381,2142.288213,2
2180,5,1,72,90.45058628,-2.471740421,6.822382139,-1.392091545,6.269622003,5.668857364,1926.892315,9
2181,1,1,76,75.25527292,5.323176736,-6.515795158,-1.819516281,6.349343159,6.148432854,2864.866154,2
2182,1,1,76,86.56974865,-7.724277075,4.306307741,-1.910151406,6.044886883,6.301390126,2250.993996,9
2183,5,1,72,89.70515156,-2.429428564,6.109855621,-2.017541208,6.528584875,5.608974759,2126.217658,8
2184,5,1,72,90.70758915,-4.552341919,6.837895939,-1.402526468,6.40205152,5.849426439,1848.861818,9
2185,1,1,76,74.75481892,5.299244846,-8.335550482,-1.978704606,5.988906344,6.254793964,2764.625993,2
2186,5,1,72,81.19579844,3.881992718,-0.146234445,-1.680789452,6.188930494,5.70870148,2377.793528,3
2187,5,1,72,81.71287184,-6.736755146,2.771230485,-1.377444833,6.222805837,5.727161289,1255.343837,4
2188,4,1,72,91.6733403,-3.197558978,9.105581331,-2.052324127,5.955425562,5.808972713,2349.057417,10
2189,2,1,80,77.08721152,2.588642197,-7.105948262,-2.649335946,6.115627183,5.80443223,2381.289359,2
2190,4,1,72,93.89983821,-5.958469731,8.376108002,-1.648034259,6.24739888,6.077389807,2213.751641,10
2191,1,1,76,76.63440745,5.236821305,-7.089726839,-1.87018269,6.089555254,6.340199091,2955.892058,2
2192,5,1,72,89.22123522,-3.879349913,10.83495272,-1.292907959,6.152063976,5.860325403,1978.583701,10
2193,5,1,72,91.48156558,-3.319174062,12.17188017,-1.088560193,6.202376942,5.982234468,1970.454909,10
2194,5,1,72,81.62425951,1.915330815,0.047880491,-1.204855295,6.25873279,5.841834532,2163.78551,3
2195,2,1,80,94.46260451,-2.603648878,9.436086792,-2.514307874,6.596120147,5.852757148,2378.907015,9
2196,5,1,72,90.59165106,-3.587336936,7.620620347,-1.546815754,6.192697261,5.872481035,1894.741005,10
2197,2,1,80,77.88106931,6.688119494,-5.509807205,-2.642469602,6.022003548,5.628751027,2453.766739,2
2198,5,1,72,90.88233037,-4.05921805,8.559041773,-1.407960351,6.206852651,5.789741991,1885.245196,9
2199,5,1,72,84.24796161,0.387978832,-0.095296919,-1.068773369,6.086693318,5.977902828,940.5347112,7
2200,5,1,72,89.37629416,-7.107387784,8.119111234,-1.673441429,6.095678928,5.923485819,1980.281466,9
2201,1,1,76,86.73271375,-7.310070324,2.517058254,-1.69257035,6.210012489,6.501096193,2207.426811,9
2202,5,1,72,70.73983173,5.860614284,-6.672055166,-1.342437177,6.329718798,5.862232206,2082.35165,2
2203,2,1,80,94.83247362,-2.577311031,10.27234223,-1.661771348,6.35071975,6.30341962,2307.139758,10
2204,5,1,72,89.45952704,-9.018217691,10.36645991,-1.665159871,6.325072446,5.668840117,1919.783927,9
2205,5,1,72,80.08288578,1.757571652,-2.34492871,-1.695224097,6.251665635,5.672095231,2119.344279,3
2206,2,1,80,93.9384066,-3.776443437,7.014489757,-2.315998704,6.133583242,5.501567829,2308.719627,10
2207,2,1,80,92.33835401,-9.430889308,7.436614807,-2.601882894,6.424355848,5.815376916,2179.094124,9
2208,4,1,72,91.57135633,-1.430408008,7.226678237,-2.00110443,6.45645323,6.097468067,2116.679255,10
2209,1,1,76,83.71469881,-7.053739908,3.586936995,-2.045288838,6.43230476,6.347317791,2094.867535,9
2210,5,1,72,89.39129041,-2.237585781,11.29809842,-1.06699731,6.501771428,5.905535851,2003.898998,10
2211,5,1,72,86.06651902,-4.352886531,5.532885562,-1.296216896,6.027686109,5.8686426,1214.856533,4
2212,4,1,72,93.12880295,-5.365125774,9.492221061,-1.962452598,6.272789267,5.944076214,2424.292716,10
2213,4,1,72,91.46503529,-4.905892657,7.648192334,-2.013978745,6.260808421,5.890874127,2197.070227,10
2214,5,1,72,71.78868185,6.8309424,-7.222622848,-1.385146033,6.274121234,5.850836731,2231.485117,2
2215,5,1,72,82.31225391,-2.741646227,6.56875161,-1.321058171,6.173994804,5.899189292,1108.297873,4
2216,4,1,72,91.92124622,-5.210575807,10.74888687,-1.827296429,6.180507838,6.021205707,2428.156303,10
2217,5,1,72,92.27119615,-4.561685722,8.947054866,-1.578196756,5.925292415,5.86908291,2081.943163,10
2218,2,1,80,88.58800589,-5.387261238,2.648540551,-2.269961908,6.178010214,5.996435231,1754.508514,4
2219,2,1,80,93.39612755,-9.45331945,8.474553368,-2.530411198,5.831279832,5.601106437,2197.734302,9
2220,5,1,72,88.7060052,-5.943017162,9.151078757,-1.342450644,6.346542188,5.972930232,2094.664464,10
2221,5,1,72,91.01300777,-7.501711966,5.995004952,-1.540837436,6.308002614,5.67266149,2101.715,9
